attack,cost,dbfId,health,id,name,type,mechanics/0,race,,,,,,,,,,,,,,,
,,49503,,GILA_BOSS_52e2,Covered in Soot,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48875,40,GILA_BOSS_52h,Crooked Pete,HERO,,,,,,,,,,,,,,,,,
,,48874,50,GILA_BOSS_52h2,Beastly Pete,HERO,,,,,,,,,,,,,,,,,
,1,48873,,GILA_BOSS_52p,Soot Up,HERO_POWER,,,,,,,,,,,,,,,,,
,1,48872,,GILA_BOSS_52p2,Beast Within,HERO_POWER,,,,,,,,,,,,,,,,,
,,49030,,GILA_BOSS_54e,Assimilation,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48934,40,GILA_BOSS_54h,Cragtorr,HERO,,,,,,,,,,,,,,,,,
,2,48935,,GILA_BOSS_54p,One with the Trees,HERO_POWER,,,,,,,,,,,,,,,,,
,,48936,50,GILA_BOSS_55h,Azalina Soulthief,HERO,,,,,,,,,,,,,,,,,
,2,48939,,GILA_BOSS_55p,Unfinished Business,HERO_POWER,,,,,,,,,,,,,,,,,
1,0,48937,1,GILA_BOSS_55t,Wisp,MINION,,,,,,,,,,,,,,,,,
,4,48938,,GILA_BOSS_55t2,Soul Assimilation,SPELL,,,,,,,,,,,,,,,,,
,,48940,60,GILA_BOSS_56h,Face Collector,HERO,,,,,,,,,,,,,,,,,
,0,48941,,GILA_BOSS_56p,A New Face,HERO_POWER,,,,,,,,,,,,,,,,,
,,48942,60,GILA_BOSS_57h,Raeth Ghostsong,HERO,,,,,,,,,,,,,,,,,
,1,48943,,GILA_BOSS_57p,Desecrate,HERO_POWER,,,,,,,,,,,,,,,,,
,9,48944,,GILA_BOSS_57t,Shallow Graves,SPELL,,,,,,,,,,,,,,,,,
,,50620,,GILA_BOSS_58e,Terrified,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48945,40,GILA_BOSS_58h,Grum,HERO,,,,,,,,,,,,,,,,,
,4,48946,,GILA_BOSS_58p,Terrify,HERO_POWER,,,,,,,,,,,,,,,,,
,,48947,60,GILA_BOSS_59h,Lord Godfrey,HERO,,,,,,,,,,,,,,,,,
,1,48948,,GILA_BOSS_59p,Pistol Barrage,HERO_POWER,,,,,,,,,,,,,,,,,
,,48951,75,GILA_BOSS_60h,Captain Shivers,HERO,,,,,,,,,,,,,,,,,
,0,48952,,GILA_BOSS_60p,Plunder,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
2,2,48953,1,GILA_BOSS_60t,Cursed Crewmember,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,48954,100,GILA_BOSS_61h,Hagatha the Witch,HERO,,,,,,,,,,,,,,,,,
3,2,48958,,GILA_BOSS_61t,Ritual Dagger,WEAPON,LIFESTEAL,,,,,,,,,,,,,,,,
,2,48957,,GILA_BOSS_61t3,Ominous Fog,SPELL,,,,,,,,,,,,,,,,,
,,50789,,GILA_BOSS_61te,Spooky,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48995,50,GILA_BOSS_62h,"Gustave, the Gutripper",HERO,,,,,,,,,,,,,,,,,
,1,48999,,GILA_BOSS_62p,Cull the Meek,HERO_POWER,AI_MUST_PLAY,,,,,,,,,,,,,,,,
,,48996,40,GILA_BOSS_63h,Sephira Dusktalon,HERO,,,,,,,,,,,,,,,,,
,2,49000,,GILA_BOSS_63p,Tangled Wrath,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,48997,40,GILA_BOSS_64h,Winslow Tobtock,HERO,,,,,,,,,,,,,,,,,
,2,49001,,GILA_BOSS_64p,Hypnotize,HERO_POWER,,,,,,,,,,,,,,,,,
,,48998,10,GILA_BOSS_65h,Gobbles,HERO,,,,,,,,,,,,,,,,,
,0,49002,,GILA_BOSS_65p,Starving,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,49210,25,GILA_BOSS_66h,The Mute,HERO,,,,,,,,,,,,,,,,,
,1,49209,,GILA_BOSS_66p,. . .,HERO_POWER,,,,,,,,,,,,,,,,,
,,49351,,GILA_BOSS_67e,"Mmm, so tasty!",ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49353,40,GILA_BOSS_67h,Ratcatcher Hannigul,HERO,,,,,,,,,,,,,,,,,
,0,49352,,GILA_BOSS_67p,Cannibalism,HERO_POWER,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,49685,,GILA_BOSS_68e,Dripping Poison,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,49682,40,GILA_BOSS_68h,Plaguemaster Rancel,HERO,,,,,,,,,,,,,,,,,
,2,49683,,GILA_BOSS_68p,Poison Flask,HERO_POWER,,,,,,,,,,,,,,,,,
3,4,49686,7,GILA_BOSS_68t,Infected Quillflinger,MINION,TRIGGER_VISUAL,BEAST,,,,,,,,,,,,,,,
,2,48819,,GILA_BOSS_99t,Witchwood's Touch,SPELL,,,,,,,,,,,,,,,,,
,2,48820,,GILA_BOSS_99t2,Witchwood's Touch,SPELL,,,,,,,,,,,,,,,,,
,2,48821,,GILA_BOSS_99t3,Witchwood's Touch,SPELL,,,,,,,,,,,,,,,,,
,0,49298,,GILA_Darius_01,Berserker,SPELL,,,,,,,,,,,,,,,,,
,0,49299,,GILA_Darius_02,Pirates,SPELL,,,,,,,,,,,,,,,,,
,0,49300,,GILA_Darius_03,Tactical,SPELL,,,,,,,,,,,,,,,,,
,0,49301,,GILA_Darius_04,Attack!,SPELL,,,,,,,,,,,,,,,,,
,0,49302,,GILA_Darius_05,Vanguard,SPELL,,,,,,,,,,,,,,,,,
,0,49303,,GILA_Darius_06,Armory,SPELL,,,,,,,,,,,,,,,,,
,0,49304,,GILA_Darius_07,Commander,SPELL,,,,,,,,,,,,,,,,,
,0,49305,,GILA_Darius_08,Legends,SPELL,,,,,,,,,,,,,,,,,
,0,49306,,GILA_Darius_09,Strike,SPELL,,,,,,,,,,,,,,,,,
,0,49307,,GILA_Darius_10,Warcry,SPELL,,,,,,,,,,,,,,,,,
,0,50564,,GILA_Darius_11,Dragonfire,SPELL,,,,,,,,,,,,,,,,,
,0,49285,,GILA_Toki_01,Chaos,SPELL,,,,,,,,,,,,,,,,,
,0,49286,,GILA_Toki_02,Wild Magic,SPELL,,,,,,,,,,,,,,,,,
,0,49287,,GILA_Toki_03,Erratic Creatures,SPELL,,,,,,,,,,,,,,,,,
,0,49288,,GILA_Toki_04,Frosty,SPELL,,,,,,,,,,,,,,,,,
,0,49289,,GILA_Toki_05,Legends,SPELL,,,,,,,,,,,,,,,,,
,0,49290,,GILA_Toki_06,Knowledge,SPELL,,,,,,,,,,,,,,,,,
,0,49291,,GILA_Toki_07,Elementalist,SPELL,,,,,,,,,,,,,,,,,
,0,49292,,GILA_Toki_08,Magical Friends,SPELL,,,,,,,,,,,,,,,,,
,0,49293,,GILA_Toki_09,Lost Secrets,SPELL,,,,,,,,,,,,,,,,,
,0,49294,,GILA_Toki_10,Mechanical,SPELL,,,,,,,,,,,,,,,,,
,0,50519,,GILA_Toki_11,BOOM!,SPELL,,,,,,,,,,,,,,,,,
,2,1927,,GVG_001,Flamecannon,SPELL,,,,,,,,,,,,,,,,,
2,2,1928,3,GVG_002,Snowchugger,MINION,FREEZE,MECHANICAL,,,,,,,,,,,,,,,
,2,1929,,GVG_003,Unstable Portal,SPELL,,,,,,,,,,,,,,,,,
5,4,1934,4,GVG_004,Goblin Blastmage,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,4,1941,,GVG_005,Echo of Medivh,SPELL,,,,,,,,,,,,,,,,,
2,2,1940,3,GVG_006,Mechwarper,MINION,AURA,MECHANICAL,,,,,,,,,,,,,,,
,,52781,,GVG_006e,Warping In,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,7,1939,7,GVG_007,Flame Leviathan,MINION,TOPDECK,MECHANICAL,,,,,,,,,,,,,,,
,6,1938,,GVG_008,Lightbomb,SPELL,AFFECTED_BY_SPELL_POWER,,,,,,,,,,,,,,,,
2,1,1937,1,GVG_009,Shadowbomber,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,3,1935,,GVG_010,Velen's Chosen,SPELL,,,,,,,,,,,,,,,,,
,,2164,,GVG_010b,Velen's Chosen,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,2,1936,2,GVG_011,Shrinkmeister,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,2166,,GVG_011a,Shrunk,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,1,1933,,GVG_012,Light of the Naaru,SPELL,,,,,,,,,,,,,,,,,
1,1,1932,2,GVG_013,Cogmaster,MINION,,,,,,,,,,,,,,,,,
6,5,1931,2,GVG_014,Vol'jin,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,2169,,GVG_014a,Shadowed,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,2093,,GVG_015,Darkbomb,SPELL,,,,,,,,,,,,,,,,,
8,5,1982,8,GVG_016,Fel Reaver,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
,2,2094,,GVG_017,Call Pet,SPELL,,,,,,,,,,,,,,,,,
1,2,2172,4,GVG_018,Mistress of Pain,MINION,LIFESTEAL,DEMON,,,,,,,,,,,,,,,
,5,1985,,GVG_019,Demonheart,SPELL,,,,,,,,,,,,,,,,,
,,2206,,GVG_019e,Demonheart,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,4,1997,5,GVG_020,Fel Cannon,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
9,9,1986,7,GVG_021,Mal'Ganis,MINION,AURA,DEMON,,,,,,,,,,,,,,,
,,2203,,GVG_021e,Grasp of Mal'Ganis,ENCHANTMENT,,,,,,,,,,,,,,,,,
,4,2095,,GVG_022,Tinker's Sharpsword Oil,SPELL,COMBO,,,,,,,,,,,,,,,,
,,2185,,GVG_022a,Tinker's Sharpsword Oil,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,2184,,GVG_022b,Tinker's Sharpsword Oil,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,2,1988,2,GVG_023,Goblin Auto-Barber,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,2173,,GVG_023a,Extra Sharp,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,3,1989,,GVG_024,Cogmaster's Wrench,WEAPON,,,,,,,,,,,,,,,,,
4,2,1990,1,GVG_025,One-eyed Cheat,MINION,TRIGGER_VISUAL,PIRATE,,,,,,,,,,,,,,,
,2,1991,,GVG_026,Feign Death,SPELL,,,,,,,,,,,,,,,,,
2,3,1992,2,GVG_027,Iron Sensei,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
,,2220,,GVG_027e,Ironed Out,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,1993,8,GVG_028,Trade Prince Gallywix,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,0,2277,,GVG_028t,Gallywix's Coin,SPELL,,,,,,,,,,,,,,,,,
,4,1998,,GVG_029,Ancestor's Call,SPELL,,,,,,,,,,,,,,,,,
2,2,2096,2,GVG_030,Anodized Robo Cub,MINION,CHOOSE_ONE,MECHANICAL,,,,,,,,,,,,,,,
,0,2195,,GVG_030a,Attack Mode,SPELL,,,,,,,,,,,,,,,,,
,,2196,,GVG_030ae,Attack Mode,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,2197,,GVG_030b,Tank Mode,SPELL,,,,,,,,,,,,,,,,,
,,2198,,GVG_030be,Tank Mode,ENCHANTMENT,,,,,,,,,,,,,,,,,
,6,1995,,GVG_031,Recycle,SPELL,,,,,,,,,,,,,,,,,
2,3,2225,4,GVG_032,Grove Tender,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,2226,,GVG_032a,Gift of Mana,SPELL,,,,,,,,,,,,,,,,,
,0,2227,,GVG_032b,Gift of Cards,SPELL,,,,,,,,,,,,,,,,,
,9,2001,,GVG_033,Tree of Life,SPELL,,,,,,,,,,,,,,,,,
7,6,2002,6,GVG_034,Mech-Bear-Cat,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
9,7,2003,7,GVG_035,Malorne,MINION,DEATHRATTLE,BEAST,,,,,,,,,,,,,,,
3,3,2004,,GVG_036,Powermace,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,
,,2231,,GVG_036e,Powered,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,2,2005,2,GVG_037,Whirling Zap-o-matic,MINION,WINDFURY,MECHANICAL,,,,,,,,,,,,,,,
,2,2006,,GVG_038,Crackle,SPELL,OVERLOAD,,,,,,,,,,,,,,,,
0,2,2007,3,GVG_039,Vitality Totem,MINION,TRIGGER_VISUAL,TOTEM,,,,,,,,,,,,,,,
2,4,2008,5,GVG_040,Siltfin Spiritwalker,MINION,OVERLOAD,MURLOC,,,,,,,,,,,,,,,
,6,2009,,GVG_041,Dark Wispers,SPELL,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,2176,,GVG_041a,Dark Wispers,SPELL,,,,,,,,,,,,,,,,,
,0,2177,,GVG_041b,Dark Wispers,SPELL,,,,,,,,,,,,,,,,,
,,2178,,GVG_041c,Dark Wispers,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,7,2010,7,GVG_042,Neptulon,MINION,BATTLECRY,ELEMENTAL,,,,,,,,,,,,,,,
2,2,2011,,GVG_043,Glaivezooka,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,
,,2200,,GVG_043e,Glaivezooka,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,2012,4,GVG_044,Spider Tank,MINION,,MECHANICAL,,,,,,,,,,,,,,,
,4,2013,,GVG_045,Imp-losion,SPELL,,,,,,,,,,,,,,,,,
1,1,2270,1,GVG_045t,Imp,MINION,,DEMON,,,,,,,,,,,,,,,
2,5,2014,6,GVG_046,King of Beasts,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
,,2202,,GVG_046e,The King,ENCHANTMENT,,,,,,,,,,,,,,,,,
,4,2015,,GVG_047,Sabotage,SPELL,COMBO,,,,,,,,,,,,,,,,
3,3,2016,3,GVG_048,Metaltooth Leaper,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,2205,,GVG_048e,Metal Teeth,ENCHANTMENT,,,,,,,,,,,,,,,,,
6,7,2017,9,GVG_049,Gahz'rilla,MINION,TRIGGER_VISUAL,BEAST,,,,,,,,,,,,,,,
,,2204,,GVG_049e,Might of Zul'Farrak,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,2018,,GVG_050,Bouncing Blade,SPELL,,,,,,,,,,,,,,,,,
1,1,2019,3,GVG_051,Warbot,MINION,ENRAGED,MECHANICAL,,,,,,,,,,,,,,,
,,39809,,GVG_051e,Enraged,ENCHANTMENT,,,,,,,,,,,,,,,,,
,7,2020,,GVG_052,Crush,SPELL,,,,,,,,,,,,,,,,,
5,6,2021,5,GVG_053,Shieldmaiden,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,3,2022,,GVG_054,Ogre Warmaul,WEAPON,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
2,4,2023,5,GVG_055,Screwjank Clunker,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,2223,,GVG_055e,Screwy Jank,ENCHANTMENT,,,,,,,,,,,,,,,,,
6,6,2024,5,GVG_056,Iron Juggernaut,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,6,2221,,GVG_056t,Burrowing Mine,SPELL,TOPDECK,,,,,,,,,,,,,,,,
,2,2025,,GVG_057,Seal of Light,SPELL,,,,,,,,,,,,,,,,,
,,2268,,GVG_057a,Seal of Light,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
2,2,2026,2,GVG_058,Shielded Minibot,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
2,3,2027,,GVG_059,Coghammer,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,
2,5,2028,5,GVG_060,Quartermaster,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,2239,,GVG_060e,Well Equipped,ENCHANTMENT,,,,,,,,,,,,,,,,,
,3,2029,,GVG_061,Muster for Battle,SPELL,,,,,,,,,,,,,,,,,
6,5,2030,3,GVG_062,Cobalt Guardian,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
1,5,2031,7,GVG_063,Bolvar Fordragon,MINION,,,,,,,,,,,,,,,,,
,,2404,,GVG_063a,Retribution,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,2,2032,2,GVG_064,Puddlestomper,MINION,,MURLOC,,,,,,,,,,,,,,,
4,3,2033,4,GVG_065,Ogre Brute,MINION,FORGETFUL,,,,,,,,,,,,,,,,
5,4,2034,4,GVG_066,Dunemaul Shaman,MINION,FORGETFUL,,,,,,,,,,,,,,,,
2,2,2035,3,GVG_067,Stonesplinter Trogg,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,2273,,GVG_067a,Metabolized Magic,ENCHANTMENT,AURA,,,,,,,,,,,,,,,,
3,4,2036,5,GVG_068,Burly Rockjaw Trogg,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,2272,,GVG_068a,Metabolized Magic,ENCHANTMENT,AURA,,,,,,,,,,,,,,,,
3,5,2037,3,GVG_069,Antique Healbot,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,2174,,GVG_069a,Repairs!,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,5,2038,4,GVG_070,Salty Dog,MINION,,PIRATE,,,,,,,,,,,,,,,
5,4,2039,4,GVG_071,Lost Tallstrider,MINION,,BEAST,,,,,,,,,,,,,,,
2,2,2040,3,GVG_072,Shadowboxer,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
,5,2041,,GVG_073,Cobra Shot,SPELL,,,,,,,,,,,,,,,,,
4,4,2042,3,GVG_074,Kezan Mystic,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,2,2043,3,GVG_075,Ship's Cannon,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
1,2,2044,1,GVG_076,Explosive Sheep,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,,2183,,GVG_076a,Pistons,ENCHANTMENT,,,,,,,,,,,,,,,,,
9,6,2045,9,GVG_077,Anima Golem,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
4,4,2046,5,GVG_078,Mechanical Yeti,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
7,8,2047,7,GVG_079,Force-Tank MAX,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
4,5,2048,4,GVG_080,Druid of the Fang,MINION,BATTLECRY,,,,,,,,,,,,,,,,
7,5,2230,7,GVG_080t,Druid of the Fang,MINION,,BEAST,,,,,,,,,,,,,,,
2,2,2049,3,GVG_081,Gilblin Stalker,MINION,STEALTH,,,,,,,,,,,,,,,,
2,1,2050,1,GVG_082,Clockwork Gnome,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
5,5,2051,5,GVG_083,Upgraded Repair Bot,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
1,3,2052,4,GVG_084,Flying Machine,MINION,WINDFURY,MECHANICAL,,,,,,,,,,,,,,,
1,2,2053,2,GVG_085,Annoy-o-Tron,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
5,5,2054,5,GVG_086,Siege Engine,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
,,2214,,GVG_086e,Armor Plated,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,2055,3,GVG_087,Steamwheedle Sniper,MINION,,,,,,,,,,,,,,,,,
6,5,2056,6,GVG_088,Ogre Ninja,MINION,FORGETFUL,,,,,,,,,,,,,,,,
2,3,2057,4,GVG_089,Illuminator,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
5,5,2058,4,GVG_090,Madder Bomber,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,4,2059,5,GVG_091,Arcane Nullifier X-21,MINION,CANT_BE_TARGETED_BY_SPELLS,MECHANICAL,,,,,,,,,,,,,,,
3,3,2060,2,GVG_092,Gnomish Experimenter,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,1,2240,1,GVG_092t,Chicken,MINION,,BEAST,,,,,,,,,,,,,,,
0,0,2061,2,GVG_093,Target Dummy,MINION,TAUNT,MECHANICAL,,,,,,,,,,,,,,,
1,4,2062,4,GVG_094,Jeeves,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
2,3,2063,4,GVG_095,Goblin Sapper,MINION,,,,,,,,,,,,,,,,,
4,4,2064,3,GVG_096,Piloted Shredder,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
2,3,2065,3,GVG_097,Lil' Exorcist,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,3,2066,4,GVG_098,Gnomeregan Infantry,MINION,CHARGE,,,,,,,,,,,,,,,,
3,5,2067,3,GVG_099,Bomb Lobber,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,5,2068,4,GVG_100,Floating Watcher,MINION,TRIGGER_VISUAL,DEMON,,,,,,,,,,,,,,,
,,2194,,GVG_100e,Brow Furrow,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,3,2069,3,GVG_101,Scarlet Purifier,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,2248,,GVG_101e,Pure,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,2070,3,GVG_102,Tinkertown Technician,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,2237,,GVG_102e,Might of Tinkertown,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,2071,2,GVG_103,Micro Machine,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
2,3,2072,3,GVG_104,Hobgoblin,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,2238,,GVG_104a,"HERE, TAKE BUFF.",ENCHANTMENT,,,,,,,,,,,,,,,,,
6,6,2073,4,GVG_105,Piloted Sky Golem,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
1,5,2074,5,GVG_106,Junkbot,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
,,2241,,GVG_106e,Junked Up,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,4,2075,2,GVG_107,Enhance-o Mechano,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
3,2,2076,2,GVG_108,Recombobulator,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,4,2077,1,GVG_109,Mini-Mage,MINION,SPELLPOWER,,,,,,,,,,,,,,,,
7,7,2078,7,GVG_110,Dr. Boom,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,1,2235,1,GVG_110t,Boom Bot,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
4,5,2079,5,GVG_111,Mimiron's Head,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
4,8,2232,8,GVG_111t,V-07-TR-0N,MINION,CHARGE,MECHANICAL,,,,,,,,,,,,,,,
7,6,2080,6,GVG_112,Mogor the Ogre,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
6,8,2081,9,GVG_113,Foe Reaper 4000,MINION,,MECHANICAL,,,,,,,,,,,,,,,
5,8,2082,7,GVG_114,Sneed's Old Shredder,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
5,6,2083,7,GVG_115,Toshley,MINION,BATTLECRY,,,,,,,,,,,,,,,,
9,9,2084,7,GVG_116,Mekgineer Thermaplugg,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
3,6,2085,6,GVG_117,Gazlowe,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
6,7,2086,6,GVG_118,Troggzor the Earthinator,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,5,2087,4,GVG_119,Blingtron 3000,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
6,5,2088,3,GVG_120,Hemet Nesingwary,MINION,BATTLECRY,,,,,,,,,,,,,,,,
8,12,2233,8,GVG_121,Clockwork Giant,MINION,,MECHANICAL,,,,,,,,,,,,,,,
2,4,2234,5,GVG_122,Wee Spellstopper,MINION,ADJACENT_BUFF,,,,,,,,,,,,,,,,
,,52782,,GVG_122e,Spellstopping,ENCHANTMENT,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,
3,3,2249,3,GVG_123,Soot Spewer,MINION,SPELLPOWER,MECHANICAL,,,,,,,,,,,,,,,
,,2250,,GVG_123e,Overclocked,ENCHANTMENT,SPELLPOWER,,,,,,,,,,,,,,,,
,,7,30,HERO_01,Garrosh Hellscream,HERO,,,,,,,,,,,,,,,,,
,,2828,30,HERO_01a,Magni Bronzebeard,HERO,,,,,,,,,,,,,,,,,
,,1066,30,HERO_02,Thrall,HERO,,,,,,,,,,,,,,,,,
,,40183,30,HERO_02a,Morgl the Oracle,HERO,,,,,,,,,,,,,,,,,
,,930,30,HERO_03,Valeera Sanguinar,HERO,,,,,,,,,,,,,,,,,
,,40195,30,HERO_03a,Maiev Shadowsong,HERO,,,,,,,,,,,,,,,,,
,,671,30,HERO_04,Uther Lightbringer,HERO,,,,,,,,,,,,,,,,,
,,2827,30,HERO_04a,Lady Liadrin,HERO,,,,,,,,,,,,,,,,,
,,46116,30,HERO_04b,Prince Arthas,HERO,,,,,,,,,,,,,,,,,
,,31,30,HERO_05,Rexxar,HERO,,,,,,,,,,,,,,,,,
,,2826,30,HERO_05a,Alleria Windrunner,HERO,,,,,,,,,,,,,,,,,
,,274,30,HERO_06,Malfurion Stormrage,HERO,,,,,,,,,,,,,,,,,
,,50484,30,HERO_06a,Lunara,HERO,,,,,,,,,,,,,,,,,
,,893,30,HERO_07,Gul'dan,HERO,,,,,,,,,,,,,,,,,
,,47817,30,HERO_07a,Nemsy Necrofizzle,HERO,,,,,,,,,,,,,,,,,
,,51834,30,HERO_07b,Mecha-Jaraxxus,HERO,,,,,,,,,,,,,,,,,
,,637,30,HERO_08,Jaina Proudmoore,HERO,,,,,,,,,,,,,,,,,
,,2829,30,HERO_08a,Medivh,HERO,,,,,,,,,,,,,,,,,
,,39117,30,HERO_08b,Khadgar,HERO,,,,,,,,,,,,,,,,,
,,813,30,HERO_09,Anduin Wrynn,HERO,,,,,,,,,,,,,,,,,
,,41887,30,HERO_09a,Tyrande Whisperwind,HERO,,,,,,,,,,,,,,,,,
0,0,548,1,hexfrog,Frog,MINION,TAUNT,BEAST,,,,,,,,,,,,,,,
1,10,2872,80,HRW02_1,Gearmaster Mechazod,MINION,TAUNT,,,,,,,,,,,,,,,,
,1,19955,,HRW02_1e,Overclock,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,10,3012,80,HRW02_2,Gearmaster Mechazod,MINION,,,,,,,,,,,,,,,,,
1,0,3017,100,HRW02_3,Kill Objective: Anub'arak,MINION,,,,,,,,,,,,,,,,,
3,4,42327,3,ICC_018,Phantom Freebooter,MINION,BATTLECRY,PIRATE,,,,,,,,,,,,,,,
,,45884,,ICC_018e,Witty Weaponplay,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,5,42328,2,ICC_019,Skelemancer,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
8,8,42329,8,ICC_019t,Skeletal Flayer,MINION,,,,,,,,,,,,,,,,,
